CUS 0xac86,November,20,Entrepreneur,106733.13,4,4
CUS 0xac86,December,20,       ,106733.13,4,4
CUS 0x5b48,September,32,Lawyer,12600.445,5,5
CUS 0x5b48,October,32,Lawyer,12600.445,936,5
CUS 0x5b48,November,32,Lawyer,12600.445,5,5
CUS 0x5b48,December,32,Lawyer,12600.445,5,5
CUS 0xa5f9,September,34,Mechanic,57983.12,9,8
CUS 0xa5f9,October,35,Mechanic,57983.12,9,8
CUS 0xa5f9,November,35,Mechanic,57983.12,9,8
CUS 0xa5f9,December,35,Mechanic,57983.12,9,8
CUS 0x4d43,September,48,Entrepreneur,20787.69,8,6
CUS 0x4d43,October,48,Entrepreneur,20787.69,8,6
CUS 0x4d43,November,48,Entrepreneur,20787.69,8,6
CUS 0x4d43,December,49,Entrepreneur,20787.69,8,6
CUS 0xb95f,September,30,Writer,34290.12,9,8
CUS 0xb95f,October,30,Writer,34290.12,9,8
CUS 0xb95f,November,30,Writer,34290.12,9,8
CUS 0xb95f,December,30,Writer,34290.12,9,8
CUS 0x3edc,September,33,       ,43070.24,3,3
CUS 0x3edc,October,33,Accountant,43070.24,3,3
CUS 0x3edc,November,33,Accountant,43070.24,3,3
CUS 0x3edc,December,33,Accountant,43070.24,3,3
CUS 0xbffe,September,41,Architect,28572.39,6,3
CUS 0xbffe,October,41,Architect,28572.39,6,3
CUS 0xbffe,November,41,Architect,28572.39,6,3
CUS 0xbffe,December,41,Architect,28572.39,6,3
CUS 0xb681,September,38,Manager,39641.54,10,211
CUS 0xb681,October,38,Manager,39641.54,10,8
CUS 0xb681,November,38,Manager,39641.54,10,8
CUS 0xb681,December,38,Manager,39641.54,10,8
CUS 0x9a71,September,55,Scientist,20186.02,1,5
CUS 0x9a71,October,55,       ,20186.02,1,5
CUS 0x9a71,November,55,Scientist,20186.02,1,5
CUS 0x9a71,December,55,Scientist,20186.02,1,5
CUS 0x6048,September,44,Musician,18627.64,7,7
CUS 0x6048,October,44,Musician,18627.64,7,7
CUS 0x6048,November,44,Musician,18627.64,7,7
CUS 0x6048,December,44,Musician,18627.64,7,7
CUS 0x95b5,September,22,Engineer,12986.745,4,3
CUS 0x95b5,October,22,Engineer,12986.745,4,3
CUS 0x95b5,November,22,Engineer,12986.745,4,3
CUS 0x95b5,December,-500,Engineer,12986.745,4,3
CUS 0x4004,September,44,Writer,58317,8,5
CUS 0x4004,October,44,       ,58317,8,5
CUS 0x4004,November,44,Writer,58317,8,5
CUS 0x4004,December,44,Writer,58317,8,5
CUS 0xb101,September,37,Scientist,42171.98,2,7
CUS 0xb101,October,37,Scientist,42171.98,2,7
CUS 0xb101,November,37,Scientist,42171.98,2,7
CUS 0xb101,December,37,       ,42171.98,2,7
CUS 0x9b94,September,36,Manager,71681.4,3,6
CUS 0x9b94,October,36,Manager,71681.4,3,6
CUS 0x9b94,November,36,Manager,71681.4,3,6
CUS 0x9b94,December,36,Manager,71681.4,3,6
CUS 0x4080,September,16,Mechanic,29469.98,705,7
CUS 0x4080,October,16,Mechanic,29469.98,7,7
CUS 0x4080,November,17,Mechanic,29469.98,7,182
CUS 0x4080,December,17,Mechanic,29469.98,7,7
CUS 0x706a,September,20,Engineer,72559.36,4,5
CUS 0x706a,October,20,Engineer,72559.36,4,5
CUS 0x706a,November,20,Engineer,72559.36,4,5
CUS 0x706a,December,20,Engineer,72559.36,4,5
CUS 0x42ac,September,37,Musician,15566.02,8,5
CUS 0x42ac,October,37,Musician,15566.02,8,5
CUS 0x42ac,November,37,Musician,15566.02,8,5
CUS 0x42ac,December,37,Musician,15566.02,8,5
CUS 0x571f,September,19,Developer,66567.32,5,7
CUS 0x571f,October,19,Developer,66567.32,5,7
CUS 0x571f,November,19,Developer,66567.32,5,7
CUS 0x571f,December,19,Developer,66567.32,5,7
CUS 0xb5ff,September,33,Media Manager,12909.895,5,5
CUS 0xb5ff,October,3193,Media Manager,12909.895,5,5
CUS 0xb5ff,November,33,Media Manager,12909.895,5,5
CUS 0xb5ff,December,33,Media Manager,20601508,5,5
CUS 0x6a1b,September,33,Accountant,30788.44,7,9
CUS 0x6a1b,October,33,Accountant,30788.44,7,9
CUS 0x6a1b,November,33,Accountant,30788.44,7,9
CUS 0x6a1b,December,33,Accountant,30788.44,7,9
CUS 0x9bc1,September,42,Architect,20574.47,6,3
CUS 0x9bc1,October,42,Architect,20574.47,6,3
CUS 0x9bc1,November,43,Architect,20574.47,6,3
CUS 0x9bc1,December,43,Architect,20574.47,6,3
CUS 0xc65,September,339,       ,148699.32,3,4
CUS 0xc65,October,22,Lawyer,148699.32,3,4
CUS 0xc65,November,22,Lawyer,148699.32,3,4
CUS 0xc65,December,22,Lawyer,148699.32,3,4
CUS 0xaedb,September,20,Musician,85554.03,4,2
CUS 0xaedb,October,20,Musician,85554.03,4,2
CUS 0xaedb,November,20,Musician,85554.03,4,2
CUS 0xaedb,December,20,Musician,85554.03,4,2
CUS 0x8e9b,September,16,Entrepreneur,55829.79,10,10
CUS 0x8e9b,October,16,Entrepreneur,55829.79,10,914
CUS 0x8e9b,November,16,Entrepreneur,55829.79,10,10
CUS 0x8e9b,December,16,Entrepreneur,55829.79,10,10
CUS 0x609d,September,27,Architect,14165.23,7,10
CUS 0x609d,October,27,Architect,14165.23,7,10
CUS 0x609d,November,27,Architect,14165.23,7,10
CUS 0x609d,December,28,Architect,14165.23,7,10
CUS 0x75c6,September,30,Teacher,87215.68,2,6
CUS 0x75c6,October,30,Teacher,87215.68,2,6
CUS 0x75c6,November,31,Teacher,87215.68,2,6
CUS 0x75c6,December,31,Teacher,87215.68,2,6
CUS 0x9b3c,September,43,Lawyer,81842.28,10,9
CUS 0x9b3c,October,43,Lawyer,81842.28,10,9
CUS 0x9b3c,November,43,Lawyer,81842.28,10,9
CUS 0x9b3c,December,44,Lawyer,81842.28,10,9
CUS 0x22a3,September,38,Doctor,95956.5,8,4
CUS 0x22a3,October,39,Doctor,95956.5,8,4
CUS 0x22a3,November,39,Doctor,95956.5,8,4
CUS 0x22a3,December,39,Doctor,95956.5,8,4
CUS 0xb14,September,26,Manager,49967.01,6,5
CUS 0xb14,October,26,Manager,49967.01,6,5
CUS 0xb14,November,26,Manager,49967.01,6,5
CUS 0xb14,December,26,Manager,49967.01,6,5
CUS 0xb986,September,14,Developer,39887.22,9,9
CUS 0xb986,October,14,Developer,39887.22,9,9
CUS 0xb986,November,15,Developer,39887.22,9,9
CUS 0xb986,December,15,Developer,39887.22,9,9
CUS 0xbe1b,September,44,Developer,14129.76,8,5
CUS 0xbe1b,October,44,Developer,14129.76,8,5
CUS 0xbe1b,November,44,Developer,14129.76,8,5
CUS 0xbe1b,December,44,Developer,14129.76,8,5
CUS 0x9ce6,September,43,       ,123732.32,4,3
CUS 0x9ce6,October,43,Developer,123732.32,4,3
CUS 0x9ce6,November,43,Developer,123732.32,4,3
CUS 0x9ce6,December,43,Developer,123732.32,4,3
CUS 0x6ffb,September,37,Writer,17251.38,6,1304
CUS 0x6ffb,October,37,Writer,17251.38,6,3
CUS 0x6ffb,November,37,Writer,17251.38,6,3
CUS 0x6ffb,December,37,Writer,17251.38,6,3
CUS 0x4315,September,23,Entrepreneur,36822.29,8,7
CUS 0x4315,October,23,Entrepreneur,36822.29,8,7
CUS 0x4315,November,23,Entrepreneur,36822.29,8,7
CUS 0x4315,December,23,Entrepreneur,36822.29,8,7
CUS 0x3f5b,September,25,Doctor,80108.31,5,3
CUS 0x3f5b,October,25,Doctor,80108.31,5,3
CUS 0x3f5b,November,25,       ,80108.31,5,3
CUS 0x3f5b,December,26,Doctor,80108.31,5,3
CUS 0x9d78,September,21,Scientist,69977.6,10,7
CUS 0x9d78,October,21,Scientist,69977.6,845,7
CUS 0x9d78,November,21,Scientist,69977.6,10,7
CUS 0x9d78,December,21,Scientist,69977.6,10,7
CUS 0x47db,September,16,Musician,78988.48,9,5
CUS 0x47db,October,1203,Musician,78988.48,9,5
CUS 0x47db,November,17,Musician,78988.48,9,5
CUS 0x47db,December,17,Musician,78988.48,9,5
CUS 0x8f17,September,-500,Journalist,41746.76,8,5
CUS 0x8f17,October,46,Journalist,41746.76,8,5
CUS 0x8f17,November,46,Journalist,41746.76,8,5
CUS 0x8f17,December,2823,Journalist,41746.76,8,5
